Command line: -load -s -db smarttrie.app.client.Client -threads 8 -P config/workload -p recordcount=2621440
YCSB Client 0.17.0

Loading workload...
Starting test.
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2021-03-03 14:45:11:417 0 sec: 0 operations; est completion in 0 second 
2021-03-03 14:45:12:305 1 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2021-03-03 14:45:12.777 [Thread-5] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Connecting to replica 0 at /192.168.3.41:11000
2021-03-03 14:45:12.776 [Thread-2] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Connecting to replica 0 at /192.168.3.41:11000
2021-03-03 14:45:12.784 [Thread-6] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Connecting to replica 0 at /192.168.3.41:11000
2021-03-03 14:45:12.783 [Thread-8] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Connecting to replica 0 at /192.168.3.41:11000
2021-03-03 14:45:12.782 [Thread-3] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Connecting to replica 0 at /192.168.3.41:11000
2021-03-03 14:45:12.776 [Thread-7] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Connecting to replica 0 at /192.168.3.41:11000
2021-03-03 14:45:12.790 [Thread-4] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Connecting to replica 0 at /192.168.3.41:11000
2021-03-03 14:45:12.793 [Thread-9] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Connecting to replica 0 at /192.168.3.41:11000
2021-03-03 14:45:12.836 [nioEventLoopGroup-5-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Channel active
2021-03-03 14:45:12.836 [nioEventLoopGroup-6-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Channel active
2021-03-03 14:45:12.837 [nioEventLoopGroup-3-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Channel active
2021-03-03 14:45:12.837 [nioEventLoopGroup-2-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Channel active
2021-03-03 14:45:12.839 [nioEventLoopGroup-7-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Channel active
2021-03-03 14:45:12.840 [nioEventLoopGroup-4-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Channel active
2021-03-03 14:45:12.841 [nioEventLoopGroup-9-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Channel active
2021-03-03 14:45:12.843 [nioEventLoopGroup-8-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemClientSide - Channel active
2021-03-03 14:45:13:305 2 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2021-03-03 14:45:14:305 3 sec: 1204 operations; 1204 current ops/sec; est completion in 1 hour 48 minutes [INSERT: Count=1218, Max=1999871, Min=2064, Avg=19269.2, 90=9783, 99=17327, 99.9=1999871, 99.99=1999871] 
2021-03-03 14:45:15:305 4 sec: 3879 operations; 2675 current ops/sec; est completion in 45 minutes [INSERT: Count=2662, Max=31887, Min=1021, Avg=2936.46, 90=4163, 99=9423, 99.9=29199, 99.99=31887] 
2021-03-03 14:45:16:307 5 sec: 7005 operations; 3126 current ops/sec; est completion in 31 minutes [INSERT: Count=3137, Max=12711, Min=928, Avg=2521.76, 90=3329, 99=5683, 99.9=11279, 99.99=12711] 
2021-03-03 14:45:17:305 6 sec: 10130 operations; 3125 current ops/sec; est completion in 25 minutes [INSERT: Count=3116, Max=46079, Min=940, Avg=2510.33, 90=3049, 99=4735, 99.9=45151, 99.99=46079] 
2021-03-03 14:45:18:305 7 sec: 13344 operations; 3214 current ops/sec; est completion in 22 minutes [INSERT: Count=3214, Max=28239, Min=997, Avg=2469.68, 90=2981, 99=5399, 99.9=26927, 99.99=28239] 
2021-03-03 14:45:19:306 8 sec: 17055 operations; 3711 current ops/sec; est completion in 20 minutes [INSERT: Count=3710, Max=10127, Min=856, Avg=2135.84, 90=2585, 99=4017, 99.9=7123, 99.99=10127] 
2021-03-03 14:45:20:305 9 sec: 20759 operations; 3704 current ops/sec; est completion in 18 minutes [INSERT: Count=3707, Max=29919, Min=734, Avg=2137.9, 90=2493, 99=5523, 99.9=28815, 99.99=29919] 
2021-03-03 14:45:21:305 10 sec: 25217 operations; 4458 current ops/sec; est completion in 17 minutes [INSERT: Count=4454, Max=27375, Min=643, Avg=1771.04, 90=2187, 99=4515, 99.9=26047, 99.99=27375] 
2021-03-03 14:45:22:305 11 sec: 30827 operations; 5610 current ops/sec; est completion in 15 minutes [INSERT: Count=5612, Max=14815, Min=633, Avg=1419.29, 90=1798, 99=3537, 99.9=7103, 99.99=12911] 
2021-03-03 14:45:23:305 12 sec: 35828 operations; 5001 current ops/sec; est completion in 14 minutes [INSERT: Count=5003, Max=25423, Min=650, Avg=1592.55, 90=1944, 99=3667, 99.9=24239, 99.99=25071] 
2021-03-03 14:45:24:305 13 sec: 42041 operations; 6213 current ops/sec; est completion in 13 minutes [INSERT: Count=6216, Max=9383, Min=604, Avg=1280.51, 90=1628, 99=2063, 99.9=6995, 99.99=9303] 
2021-03-03 14:45:25:305 14 sec: 48513 operations; 6472 current ops/sec; est completion in 12 minutes [INSERT: Count=6472, Max=24351, Min=586, Avg=1229.17, 90=1527, 99=2053, 99.9=23439, 99.99=24239] 
2021-03-03 14:45:26:305 15 sec: 55500 operations; 6987 current ops/sec; est completion in 11 minutes [INSERT: Count=6983, Max=14935, Min=523, Avg=1138.27, 90=1359, 99=2757, 99.9=8831, 99.99=14719] 
2021-03-03 14:45:27:305 16 sec: 61996 operations; 6496 current ops/sec; est completion in 11 minutes [INSERT: Count=6498, Max=16943, Min=556, Avg=1224.66, 90=1622, 99=3015, 99.9=10423, 99.99=11479] 
2021-03-03 14:45:28:305 17 sec: 67823 operations; 5827 current ops/sec; est completion in 10 minutes [INSERT: Count=5826, Max=22111, Min=598, Avg=1364.6, 90=1805, 99=3057, 99.9=20079, 99.99=22111] 
2021-03-03 14:45:29:305 18 sec: 74179 operations; 6356 current ops/sec; est completion in 10 minutes [INSERT: Count=6353, Max=20591, Min=570, Avg=1253.21, 90=1722, 99=2423, 99.9=4783, 99.99=5739] 
2021-03-03 14:45:30:305 19 sec: 80650 operations; 6471 current ops/sec; est completion in 9 minutes [INSERT: Count=6474, Max=5399, Min=578, Avg=1230.42, 90=1693, 99=2497, 99.9=5211, 99.99=5291] 
2021-03-03 14:45:31:305 20 sec: 87261 operations; 6611 current ops/sec; est completion in 9 minutes [INSERT: Count=6613, Max=9623, Min=546, Avg=1203.86, 90=1667, 99=2727, 99.9=9295, 99.99=9535] 
2021-03-03 14:45:32:305 21 sec: 93506 operations; 6245 current ops/sec; est completion in 9 minutes [INSERT: Count=6243, Max=26015, Min=567, Avg=1274.57, 90=1715, 99=2491, 99.9=24015, 99.99=25183] 
2021-03-03 14:45:33:305 22 sec: 100419 operations; 6913 current ops/sec; est completion in 9 minutes [INSERT: Count=6915, Max=15927, Min=546, Avg=1151.39, 90=1394, 99=2313, 99.9=11463, 99.99=15871] 
2021-03-03 14:45:34:305 23 sec: 107930 operations; 7511 current ops/sec; est completion in 8 minutes [INSERT: Count=7512, Max=21023, Min=524, Avg=1059.27, 90=1178, 99=1514, 99.9=15231, 99.99=20815] 
2021-03-03 14:45:35:305 24 sec: 115926 operations; 7996 current ops/sec; est completion in 8 minutes [INSERT: Count=7993, Max=11791, Min=499, Avg=994.86, 90=1172, 99=1577, 99.9=8975, 99.99=11655] 
